name,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Whispers And Moans,6ivt7A5Xpzb0cumAapsXBP,0.744,0.704,11,-8.432,0,0.0381,0.0717,0.121,0.0618,0.369,99.999,3
The Bravest Begginings,4McQHfrgjHNTbwdyFuuR0m,0.827,0.582,10,-8.433,0,0.0385,0.0874,0.105,0.327,0.41,120.006,3
Do It My Way,5TgmMfAZ2SUZ4G3yAUUXke,0.791,0.642,1,-8.946,0,0.0391,0.0448,0.00884,0.12,0.694,103.997,3
Electric Eyes,5dJOpQ3ZVvebOUajkRdFlk,0.737,0.756,0,-5.88,1,0.0356,0.429,0.0422,0.357,0.685,107.994,5
End Of The Earth,2ItpB7U6vrd8QMmL2GIgnW,0.749,0.89,5,-5.351,0,0.042,0.0518,0.32,0.138,0.249,119.998,3
Feed The Rhythm,511cjip5AcaqfMqw4wsNBs,0.594,0.742,11,-3.893,1,0.0932,0.0196,0.00195,0.288,0.494,174.006,6
Feeling,4zDk0aHrAA65hYBRV7fj4D,0.676,0.71,4,-8.134,1,0.0357,0.0213,5.87e-05,0.0944,0.348,112.94,5
A Foreign Affair (feat. Tina Arena),6ILfAMRHZHvM3ve7AsnASN,0.776,0.663,9,-7.813,0,0.0466,0.0622,0.0325,0.131,0.473,114.492,3
Groove The Physical,501vtofxgl6qL6wyjnDF6B,0.61,0.813,1,-7.265,0,0.0348,0.032,0.00111,0.0866,0.385,95.985,3
Home,4CeWgJY2rbt2yyczgfIXUo,0.771,0.564,9,-7.392,1,0.0287,0.00119,0.00466,0.327,0.135,106.01,5
Hotel Stay,5D0xf8IFr7K8pN5rAnSwus,0.753,0.885,11,-3.979,0,0.0432,0.04,0.00447,0.0506,0.897,123.989,3
Pretty Lovers,23ICFj4jPFWvObdA69OPHu,0.763,0.68,5,-6.862,0,0.0458,0.128,0.0402,0.0643,0.731,110.016,3
Queen,1nzNIdzUAF7dq4ziH7Ifwe,0.74,0.806,0,-6.943,1,0.0296,0.0361,0.00102,0.189,0.533,116.011,5
Where Do We Belong,0Q9AAJM28ZbmRmtYU20WYH,0.671,0.766,2,-3.1,1,0.0378,0.00224,0.000154,0.159,0.726,104.99,5
Panic Station,1tjHKKI0r82IB5KL29whHs,0.256,0.679,9,-4.495,0,0.0387,0.00451,0.0409,0.172,0.325,158.718,6
Supremacy,40pPI2TbaYSZlKfV44HRjn,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,5
Uprising,4VqPOruhp5EdPBeR92t6lQ,0.481,0.973,7,-1.945,1,0.0542,0.0037,0.000877,0.325,0.362,99.331,6
Dead!,0uukw2CgEIApv4IWAjXrBC,0.242,0.983,2,-2.679,1,0.106,5.08e-05,4.43e-05,0.303,0.301,163.366,6
This Is How I Disappear,0rUNZQuYQvOz6A6zwyT6tM,0.513,0.937,1,-3.427,0,0.0532,0.000111,0.000102,0.083,0.543,155.015,6
The Sharpest Lives,2kMjk14RmYyYhhSbipoa9U,0.289,0.796,0,-4.22,1,0.0494,0.00837,2.61e-05,0.202,0.33,169.835,6
I Don't Love You,4RAOI1etsgbh5NP3T5R8rN,0.188,0.952,0,-4.499,1,0.201,0.00138,0.000856,0.381,0.152,155.973,6
Sleep,2pONuBYwWrNm9jcJH6hmPc,0.467,0.883,2,-3.679,0,0.106,0.000321,0.000152,0.125,0.309,122.252,6
Famous Last Words,2d6m2F4I7wCuAKtSsdhh83,0.739,0.405,4,-10.524,1,0.107,0.972,0.0,0.0699,0.827,123.497,0
Blood - Hidden Track,1rNSLiEFpAF4amVhkzfTUG,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,4
Candyman,5lUTzPuiloBHm1qEaJcJfF,0.405,0.95,6,-2.8,1,0.071,0.00033,3.47e-06,0.108,0.383,139.715,6
Bulletproof Heart,2EGF4JrisrJ4D4HOdTyYEO,0.479,0.854,6,-4.129,1,0.0548,0.000271,4.89e-06,0.117,0.129,125.92,6
The Only Hope for Me Is You,0OByd6pqxZzsXZRj6kJYbN,0.413,0.988,8,-2.165,1,0.0745,0.0033,0.00334,0.471,0.642,162.954,6
Party Poison,1RT6zSjs59gJdFfUshT465,0.463,0.961,4,-3.591,0,0.169,9.16e-05,0.0262,0.0499,0.269,136.9,6
"Save Yourself, I'll Hold Them Back",3CX5UKLQ9zqorQDx00Sbgt,0.41,0.912,2,-2.795,1,0.0334,7.46e-05,0.145,0.423,0.289,155.031,6
S/C/A/R/E/C/R/O/W,53lQywP7h2KlnfPAbwxWD9,0.6,0.799,2,-3.51,1,0.0332,0.000252,0.0121,0.0932,0.647,130.031,5
Summertime,7cQjIIjLOhbRVCXyIepF2U,0.5,0.978,9,-5.128,1,0.103,0.00408,0.593,0.204,0.199,100.038,2
DESTROYA,08gaUXuT1LXIae7TwBTCB9,0.553,0.897,2,-4.297,1,0.0444,0.000155,0.0225,0.0972,0.361,120.007,6
The Kids from Yesterday,5A0OekqQy0rb1pcsf4k0J7,0.261,0.979,1,-3.652,0,0.0966,0.000176,0.122,0.113,0.64,183.718,6
Vampire Money,4kXHIm097G3CemN3PzcpgL,0.383,0.946,1,-8.122,0,0.0789,0.000328,1.13e-06,0.0537,0.534,108.591,3
"Honey, This Mirror Isn't Big Enough for the Two of Us",5gNVTfD1L6QrPgOf0wFo0q,0.327,0.963,4,-8.871,0,0.174,0.0118,0.0,0.176,0.199,98.416,6
Vampires Will Never Hurt You,7J4uwuiyWB7BqIcyNdcVRl,0.306,0.94,9,-6.475,1,0.119,0.000665,0.0,0.336,0.357,127.331,6
Drowning Lessons,08VsSDNBuAOwGu8tkpJlSU,0.271,0.931,1,-6.81,0,0.0785,0.00099,0.0,0.182,0.382,142.407,6
Our Lady of Sorrows,46mPWQpvSFkXrr5nWoWW74,0.291,0.976,2,-6.443,1,0.09,0.000162,8.29e-06,0.359,0.276,112.225,6
Headfirst for Halos,51VwpPzxUd6g94iELptagU,0.351,0.944,0,-6.51,1,0.148,0.000811,0.0,0.495,0.462,122.58,1
Skylines and Turnstiles,3VqJUdav5hRAEAvppYIVnT,0.408,0.674,2,-8.882,1,0.0297,0.000821,0.0,0.134,0.422,128.974,6
Early Sunsets Over Monroeville,2aHqdN4K9naX3oBuUxp6zf,0.278,0.936,7,-5.986,1,0.107,0.000401,0.0,0.335,0.34,119.088,6
This Is the Best Day Ever,1mWMGKUaL7EyYIIveqlKC0,0.288,0.933,8,-6.947,0,0.0968,0.000971,0.0,0.133,0.497,98.918,3
Cubicles,0Unc6GaK4h3RXmUbUAvtdc,0.518,0.772,7,-5.124,1,0.023,0.0088,0.000421,0.224,0.499,100.137,5
Fake Your Death,2M8g01v2vUMn39YQ10l7ef,0.327,0.976,1,-3.911,0,0.125,0.000505,0.0,0.0353,0.505,108.153,6
"Honey, This Mirror Isn't Big Enough for the Two of Us",3CVK63YAWTCSc90CRBg7aD,0.321,0.981,4,-3.906,0,0.228,0.0149,0.0,0.25,0.168,98.951,6
Vampires Will Never Hurt You,4CHgMsn2siH3llSPvaHruj,0.367,0.959,4,-2.982,1,0.11,0.0544,0.0,0.12,0.103,125.939,6
Helena,3ZaS7Bcz9tpFIjfst63tSw,0.372,0.893,8,-4.115,1,0.0706,0.00052,3.75e-06,0.113,0.636,185.936,6
You Know What They Do to Guys Like Us in Prison,0xlO6Imwi6jaFlCNWWzS7z,0.225,0.948,9,-2.945,1,0.136,0.00718,0.0,0.25,0.239,179.634,6
I'm Not Okay (I Promise),14mqKOS4dHMf48spDuzfYv,0.181,0.752,9,-5.519,0,0.0699,0.236,0.0,0.125,0.0372,144.766,6
The Ghost of You,7L3ZztbqdEbKItCMELoMk5,0.462,0.446,4,-6.814,1,0.0256,0.425,0.0,0.293,0.195,74.992,0
Cancer,5GkmWaLP20HiMZhlRCHE42,0.24,0.798,9,-5.495,0,0.0939,0.0128,1.07e-06,0.0928,0.293,208.71,6
Mama,7KZTEpNYr4OyGDhPE8V4dN,0.467,0.859,4,-3.519,1,0.0593,0.036,0.0,0.178,0.836,110.773,5
Teenagers,4ysna0NWUk08Le3vU4x0iV,0.469,0.876,2,-3.785,0,0.0959,0.00047,9.82e-06,0.164,0.299,122.348,6
Famous Last Words,51D32A7guJQTmjM5is9UMp,0.385,0.98,8,-2.764,0,0.0683,0.00021,0.0034,0.369,0.61,165.932,6
Na Na Na (Na Na Na Na Na Na Na Na Na),7vb1HJXTK7hR3ug25xtiuY,0.615,0.948,2,-3.126,1,0.0383,0.000181,8.71e-06,0.102,0.398,110.986,5
SING,0M2hkIRjThYwmhgPYBBVWg,0.607,0.948,7,-3.686,1,0.0509,0.000599,0.256,0.359,0.701,131.989,5
Planetary (GO!),1yvnnkDmD0NtmZYqai5eJT,0.544,0.927,2,-3.238,1,0.0508,0.000254,0.00285,0.163,0.28,120.009,6
The Kids from Yesterday,2KbmrXsDOit0hvEdorMZ2o,0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,6
Helena,5dTHtzHFPyi8TlTtzoz1J9,0.252,0.993,4,-3.079,0,0.16,0.0234,0.0,0.228,0.118,183.773,6
"Give 'Em Hell, Kid",0axF06XwNLobcx5z8BVtYw,0.372,0.975,10,-3.949,1,0.075,0.000133,4.29e-06,0.351,0.467,162.967,6
To the End,1GErReAT0swX36x3O8GyQn,0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722,6
I'm Not Okay (I Promise),7lRlq939cDG4SzWOF4VAnd,0.202,0.886,11,-3.805,0,0.0816,0.0286,0.0,0.643,0.192,145.781,1
The Ghost of You,1yKAqZoi8xWGLCf5vajroL,0.494,0.971,2,-3.868,0,0.0546,0.000389,4.45e-05,0.0978,0.185,125.019,6
The Jetset Life Is Gonna Kill You,7HKfrU3iuEFrKxTAfVznrG,0.486,0.977,7,-3.463,1,0.0603,0.00237,0.0,0.298,0.413,103.501,6
Thank You for the Venom,0BpKPyXhWsTaWkgXeOd1Sn,0.422,0.946,2,-3.145,0,0.0651,0.000181,0.0,0.231,0.262,127.03,6
Hang 'Em High,262RJtiqytpugV1UvDicN9,0.353,0.953,1,-3.635,0,0.0515,0.000129,0.0,0.34,0.48,105.236,6
"It's Not a Fashion Statement, It's a Deathwish",4fGIqy3bvjX0jz1SJHqjjo,0.548,0.888,1,-4.861,0,0.0362,0.000902,0.00172,0.0943,0.655,115.993,3
Cemetery Drive,2cViIXIe8Pbd1sOJExMJlK,0.253,0.887,11,-4.635,0,0.0578,0.00114,2.99e-06,0.259,0.274,115.522,6
I Never Told You What I Do for a Living,6gLn8QhAYL4dEwdpVjfCPl,0.292,0.678,10,-5.595,1,0.0724,0.192,0.0,0.146,0.365,87.436,6
FOOLS,5lMgUPtlARalVIGxl0xE3J,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,5
Trouble,5n0CTysih20NYdT2S0Wpe8,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,0
Let It Go,40EB7ABUO6MoWMUwPKptJ7,0.455,0.119,0,-12.822,1,0.0488,0.0475,0.00195,0.103,0.216,132.821,0
Will + Worry,3g4yi05jlEZeTQuU7IC7A7,0.489,0.529,9,-10.1,0,0.0446,0.0186,0.0231,0.106,0.0923,116.989,3
Thousand Eyes,6QzGqC6uS8RuMDDNxdJgPK,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,0
Way down We Go,0y1QJc3SJVPKJ1OvFmFqe6,0.228,0.513,3,-8.33,0,0.0279,0.484,0.322,0.102,0.038,104.738,0
Oh Brother,3xWzGbrcudnzLFrg9ZlF4z,0.56,0.619,0,-8.574,1,0.0267,0.0141,0.933,0.0772,0.283,103.032,2
Black,6o34ZxXf0aKYCFcbiol5tU,0.544,0.383,3,-10.143,0,0.0334,0.67,0.00204,0.125,0.367,145.025,0
Eyes on Fire,3XHrTm6WE2BOHafLwTT3GR,0.405,0.11,3,-15.984,0,0.0395,0.907,0.122,0.164,0.0789,85.785,0
Sweat,1QFK0s1UWq08N7B0NuzyOJ,0.899,0.818,0,-3.942,1,0.268,0.301,0.000139,0.107,0.54,99.988,4
Boss Mackin' (feat. A-1),1d3Y5K38oJQ2OeydWNAw6V,0.621,0.261,5,-13.805,1,0.034,0.91,0.06,0.109,0.0702,121.071,0
Santa Monica Dream,10NKsfeOzLXqyOtmMEHHu9,0.566,0.408,4,-8.972,1,0.036,0.838,1.04e-05,0.108,0.235,146.61,0
Easy Easy,7miPR7yflY4kvhVBfEyTzp,0.251,0.467,9,-10.179,1,0.037,0.606,0.0238,0.0656,0.0761,135.79,0
Human,0h69cnBUjM51StfH6ak3UR,0.626,0.668,7,-7.413,1,0.0343,0.2,0.000332,0.115,0.174,119.037,5
Save My Soul,6QMAf8XC85zNMyVeG8llH7,0.557,0.822,11,-4.973,0,0.0522,0.26,0.0808,0.31,0.153,115.979,3
Game of Survival,1JzqqhXgD6Sqh6137f8pSK,0.247,0.19,9,-12.596,0,0.0379,0.586,0.000877,0.0568,0.0393,126.77,0
The War,0EnZoG9AaD0uXoffiC8KAQ,0.812,0.471,2,-10.7,1,0.0397,0.425,0.33,0.108,0.109,101.001,0
Burn With Me,13QtrMKQxNmBE2ePBTNndN,0.454,0.0839,0,-16.799,1,0.0315,0.953,0.00174,0.1,0.134,108.724,0
The Mark,1q9wrkZjWeXOa1VFfURZxZ,0.594,0.682,0,-8.858,1,0.0487,0.051,4.56e-05,0.0919,0.76,82.487,5
Peace Train - Remastered 2021,4d0d2llNcQIHmaCgYTrODQ,0.586,0.316,11,-8.34,1,0.0347,0.818,0.0,0.102,0.205,124.569,0
Last Party,2wRprsy3uEt0beb6fSJlBl,0.337,0.332,0,-9.575,0,0.029,0.663,0.0183,0.101,0.0612,139.951,0
"Lover, Where Do You Live?",6jjwrwB2gnk9NDAKmpRU1A,0.735,0.688,7,-5.803,0,0.176,0.227,0.0,0.077,0.406,103.021,3
Fy Faen,7e0TicU5rwK8c7L3CMDBA2,0.421,0.438,0,-9.819,0,0.135,0.299,1.28e-05,0.109,0.408,138.943,0
Håper du har plass,3TetzmUS3NlK6GJrKAgvzc,0.623,0.344,7,-8.261,0,0.0356,0.831,1.08e-05,0.12,0.319,126.061,0
Gunerius - Remix,33BWiM6OaybYEtYklVeC6T,0.639,0.764,11,-6.892,0,0.0441,0.0047,4.61e-06,0.166,0.59,139.963,3
Nattergal,3Iix2wS1DH2UvqurpoZyVs,0.628,0.638,11,-5.622,0,0.0686,0.0113,1.81e-05,0.32,0.548,153.919,3
Fuckgirl,32xDfb3gJNmpHNkwoghrrg,0.752,0.321,2,-10.215,1,0.0623,0.164,0.00353,0.0796,0.243,91.172,0
Vi er perfekt men verden er ikke det,34Xw59paRvz7hcjwsEEkkh,0.794,0.554,9,-7.37,0,0.0973,0.418,2.74e-05,0.138,0.449,130.01,3
Youm Wara Youm,2TLPe7X53bmxWcBB1sYvKX,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,3
Tuesday (feat. Danelle Sandoval),7EVk9tRb6beJLTHrg6AkY9,0.792,0.705,2,-5.346,1,0.0913,0.0102,4.11e-06,0.0835,0.205,108.134,5
Ikke snakk til meg,51HFAAL52cigF2GU1pAqKz,0.661,0.635,10,-7.423,0,0.0645,0.204,0.00114,0.186,0.365,99.972,3
Aloha,7IfOWyh4jTfkcGVrXKVNq0,0.772,0.84,2,-4.48,1,0.103,0.0218,0.0,0.288,0.613,129.928,5
U-RITE,2hrFH10GDq8WyAxX9yQAyN,0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.82,0.102,80.029,1
Can't Tell Me Nothing,0mEdbdeRFQwBhN4xfyIeUM,0.695,0.571,10,-6.642,1,0.0526,0.18,4.36e-06,0.107,0.48,125.971,5
Gunerius,6jcjEKpQhWOUf916Z0i6XY,0.724,0.575,11,-5.15,0,0.113,0.00526,0.00437,0.129,0.394,122.656,3
None Of Dem,2oSzpYgunmmXctvgCrjvAi,0.781,0.57,11,-5.874,0,0.188,0.273,0.0,0.196,0.858,107.059,3
Now and Later,43jBqV3j3Xi1g6wO0bhIMd,0.33,0.009,2,-23.588,1,0.0365,0.991,0.00422,0.103,0.129,141.42,0
Love Will Tear Us Apart,3B6mxCWdcuNSfUZWsUZFwi,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,0
Imagine - Remastered 2010,7pKfPomDEeI4TPT6EOYjn9,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,3
HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,0.31,0.159,0,-15.462,0,0.0368,0.739,0.0532,0.0664,0.0665,118.919,0
Into the Woods,5WTQtZm6FVkNFJf4kx65Yh,0.47,0.867,3,-4.555,1,0.0739,0.0179,0.0,0.122,0.416,154.96,6
Sjeiken 2015,6RqfD0pbD769SEd3NVBZlo,0.773,0.54,6,-7.123,1,0.103,0.371,0.0,0.131,0.322,84.115,5
Dear Mama,6tDxrq4FxEL2q15y37tXT9,0.469,0.565,2,-8.763,0,0.0304,0.00408,0.000713,0.371,0.266,129.723,3
Siste gang,5mGj8Se73MVdP7ff4eCbbY,0.913,0.608,10,-6.839,0,0.234,0.0671,0.0,0.533,0.578,97.063,4
No Long Talk,6CfrYuD3YRDYdYvH9jNtXY,0.605,0.423,10,-9.401,1,0.0471,0.642,0.000171,0.111,0.166,94.073,0
Nostalgi 3Millioner,4axw5RUC7KQQIojLrUf3wS,0.957,0.737,2,-4.88,1,0.115,0.21,0.0,0.0616,0.934,107.088,5
Hot In Herre,5FLctoy4mpCxLJ1QPneTOV,0.561,0.485,1,-8.343,0,0.0362,0.289,0.00164,0.194,0.0663,118.017,0
A World Alone,55N0YHhO55Q1lWsc4dDPcI,0.909,0.826,5,-4.912,1,0.0593,0.27,0.0,0.111,0.885,107.06,5
Chewing Gum - Vocal Mix,04EFBtzCTtg1SWQPK2HikB,0.311,0.313,6,-6.107,0,0.0291,0.838,0.00548,0.0818,0.248,176.555,0
Don't Let Me Be Misunderstood,7jyTJZ2A5rHDGAEPO620tq,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,3
Take Me To Church,3dYD57lRAUcMHufyqn9GcI,0.595,0.887,8,-2.386,1,0.124,0.000784,0.0294,0.0638,0.497,125.169,6
Call Your Girlfriend,15hut9fX33giUAMyycwvsV,0.861,0.479,7,-8.433,1,0.0515,0.0452,0.0,0.351,0.278,99.969,5
I Wanna Fuck You,1G93i9ga7ZPEOqpiNhM1mq,0.705,0.755,8,-4.455,1,0.0414,0.0345,0.265,0.0988,0.211,100.004,5
2AM - Matoma Remix,5vyxusL9XBKbrxcplCVxGB,0.23,0.694,7,-6.828,0,0.109,0.0619,0.00191,0.112,0.26,172.751,6
Crazy In Love - Remix,2f4IuijXLxYOeBncS60GUD,0.451,0.166,9,-11.125,1,0.0696,0.909,0.0,0.19,0.0901,121.123,0
Hide and Seek,76WRHOINx2bIcOgnwBKydI,0.874,0.639,4,-5.292,1,0.23,0.000182,9.51e-06,0.0596,0.792,168.102,4
Bossy,49FETRJKyMd2xENK6Pea7Q,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,3
Baby,6epn3r7S14KUqlReYr77hA,0.4,0.494,1,-8.04,0,0.0367,0.713,0.000334,0.238,0.134,132.016,0
Music To Watch Boys To,34rRFl0bz9PocxWuO2ca5J,0.801,0.724,0,-7.472,1,0.213,0.00207,0.0,0.0758,0.349,136.914,4
Si Ingenting,4YoWWXdn7g1edi2lQNhEGp,0.145,0.177,7,-13.861,1,0.0414,0.921,0.42,0.0854,0.0457,80.891,0
O Helga Natt,1nkTWhNuHAz8S6UWruVvUL,0.678,0.77,9,-4.399,0,0.222,0.00583,0.0,0.109,0.412,90.0,3
Hate Me Now (feat. Diddy),158DIbrVt4YbqNnWyRCS3P,0.484,0.347,3,-10.331,1,0.0349,0.133,0.00212,0.101,0.268,119.953,0
God Don’t Leave Me,68WKPXVZOeYaz9KLUEpex2,0.648,0.597,8,-7.99,1,0.482,0.181,0.00366,0.169,0.559,166.034,4
Dick in the Air,638UHVZeUJiDVQxb7PQ1u4,0.465,0.511,7,-7.305,0,0.0296,0.346,0.0187,0.138,0.117,141.98,3
Run,3BKPKBFDrEXHdHDuIQQeTK,0.624,0.827,6,-4.827,0,0.0758,0.0508,1.26e-05,0.0913,0.211,119.696,3
Our Youth,3BWto5OqCXq9yKO1cZGnNn,0.403,0.65,8,-7.64,0,0.0388,0.0463,0.0017,0.0839,0.0617,123.732,6
Kamikaze,2cKo2UWaGTK2DCkn1T4vXW,0.397,0.0666,7,-20.405,1,0.0383,0.963,0.158,0.107,0.0389,137.313,0
Berlin,57A6HbITtifBco2NbF7Qq8,0.79,0.711,1,-5.853,0,0.244,0.0414,0.0,0.0875,0.671,119.971,4
Gikk i Bakken,3Otv4PncNAV8pYCsg1wex2,0.585,0.723,5,-4.291,0,0.226,0.231,0.0,0.413,0.246,84.078,4
Lett å være rebell i kjellerleiligheten din,5svApusjXxsUMwEjiBovhK,0.462,0.687,6,-6.151,0,0.325,0.236,2.11e-06,0.0759,0.356,103.015,4
7 (feat. Unge Ferrari),6r6IQ67G8HoXIj8Q3su5to,0.924,0.651,7,-3.894,1,0.124,0.0203,0.0069,0.059,0.898,126.947,5
Je veux te voir,4H9637mkUDyk9Rq0WgDEwc,0.766,0.778,8,-7.916,1,0.174,0.000961,0.0,0.114,0.689,115.015,5
Fredag,4kFgly0qDSkKsFxzbL6kFg,0.77,0.752,8,-5.713,1,0.0473,0.0388,0.0,0.104,0.79,118.037,5
Kulare Å Pule,3pmrHKMX0NDImPPVcWwhK8,0.58,0.373,9,-10.274,0,0.0826,0.453,0.193,0.163,0.291,54.859,0
I Never Loved This Hard This Fast Before,23Xn28hj2UKh9vQmK9bwsV,0.605,0.678,5,-6.48,0,0.0511,0.179,0.0,0.0878,0.212,88.967,3
Good For You,26fseuDU2tXrGXyxIVNSje,0.687,0.89,4,-3.716,1,0.0266,0.124,0.00302,0.166,0.929,128.079,5
Do You,6zjV8il4asMi4lpg9PWDkj,0.712,0.887,2,-5.049,1,0.144,0.0192,1.11e-05,0.0597,0.63,98.036,5
Make Some Noise,2Bz2Q1JNwwPj40T9AvzE7f,0.712,0.449,4,-9.765,1,0.631,0.275,0.0,0.201,0.555,170.075,4
Constantly Hating (feat. Birdman),1UIUkZtlgyrjPcH2agNomU,0.785,0.693,8,-6.032,1,0.26,0.00944,0.148,0.125,0.593,129.924,4
The Hemingway,1iplbH9QhA05QDVpPPFOOu,0.819,0.735,11,-7.026,1,0.041,0.0632,0.751,0.125,0.0984,109.968,2
Close Up,5EWjjUATjXaF42lrfHmqz4,0.65,0.773,6,-5.132,0,0.0321,0.000594,9.04e-05,0.475,0.841,118.008,3
Back to the Ordinary,5C6LjdVjQeev6wrxUhcqRw,0.889,0.466,1,-10.74,1,0.36,0.0854,7.37e-06,0.384,0.403,100.17,4
"Shame On a Nigga (feat. Raekwon, Ol' Dirty Bastard & Method Man)",7IwURvEfVcdxUCjLKUu6sv,0.85,0.632,6,-7.442,0,0.0967,0.0169,0.0293,0.271,0.796,120.004,3
CoCo - Coucheron Remix,70YxEi71SAYgrDtQdjvRZk,0.311,0.462,5,-7.874,0,0.0414,0.0405,0.947,0.0858,0.362,141.498,2
Rembihnútur,7aC6WOv6wpHOT9aNpRznGu,0.298,0.609,7,-9.723,1,0.0429,0.119,0.882,0.642,0.0523,130.163,2
Yfirborð,4tuUdTNp1Odek8DCpdmtLy,0.435,0.931,9,-5.055,0,0.0725,0.0418,0.000293,0.0846,0.387,153.475,6
Shot Through The Heart,0r8H7m8knNVn3iUXwQCnVo,0.808,0.905,9,-8.07,0,0.0998,0.00211,0.0705,0.0519,0.434,124.023,3
Breakfast,5Q05BPSX3kV7SNLt4cHN3a,0.326,0.404,10,-10.786,1,0.0383,0.741,2.81e-05,0.0738,0.269,77.628,0
Strong,3rDK6tRoFhZoytOhlnK2VO,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,3
Hello,1Yk0cQdMLx5RzzFTYwmuld,0.687,0.565,7,-9.613,1,0.0316,0.0682,0.599,0.101,0.613,97.084,2
Fire Water Burn,7FkyQsWH9mmxoYLCNj4f8y,0.169,0.187,6,-25.116,1,0.0484,0.82,0.804,0.0974,0.136,127.614,0
Abandon Window,5YZ1S9UfTHUxuIF3eTIGGf,0.506,0.959,5,-5.264,0,0.102,0.084,0.000655,0.135,0.34,133.996,3
Run Boy Run,0boS4e6uXwp3zAvz1mLxZS,0.63,0.783,0,-5.309,1,0.152,0.109,4.64e-06,0.356,0.48,90.026,5
Hvite menn som pusher 50,5XbtI5DR1e0OcvMbz531IP,0.92,0.579,11,-5.517,0,0.0414,0.0168,0.053,0.0419,0.838,117.084,3
Billie Jean,6vR5u5b8JeRESx5nZaIWx6,0.322,0.507,2,-17.321,1,0.0832,0.869,0.463,0.911,0.191,135.228,0
Deilig Er Jorden,6GyLLXqQu4EfrmqNc6nsQY,0.808,0.896,1,-3.589,1,0.178,0.315,0.0,0.101,0.782,93.016,5
Et Juleevangelium,1w6ZyTCMk4dxso2t4WoHKA,0.415,0.871,6,-5.117,0,0.117,0.0112,0.232,0.109,0.178,118.858,6
Hello Lover,2KJOkXUNqi1fmeQvYLaRyi,0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,2
Teardrop,67Hna13dNDkZvBpTXRIaOJ,0.399,0.975,7,-5.237,1,0.0991,0.000114,0.000624,0.152,0.319,171.971,6
Gay Bar,7G5xEOORkAAUhx6wjTRb26,0.795,0.708,7,-6.109,1,0.0854,0.132,0.132,0.0938,0.389,108.009,5
Pickles,0pUhDn6UZH1RlhjyxA7R9f,0.651,0.779,0,-5.412,0,0.206,0.00606,0.0,0.442,0.473,130.099,1
The Penetrators 2016 - Skam Season 1,7AStBZBGzEX5fDj9nmMLDN,0.449,0.711,9,-1.431,0,0.0471,0.0123,1.54e-06,0.478,0.563,92.023,1
City Of Satan,5DdzPBuPKRleXXHGSDsY8V,0.696,0.616,9,-5.144,0,0.047,0.25,4.35e-06,0.107,0.66,138.059,3
The Girl From Ipanema,7F5rIyOI88zk36AiBXC8xq,0.314,0.654,2,-7.705,1,0.0457,0.00125,0.876,0.0826,0.313,79.284,2
New Dawn Fades,1mFEg96v1DYOYTfXcDVpd1,0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906,5
Love Me,2XHzzp1j4IfTNp1FTn7YFg,0.902,0.364,6,-14.505,0,0.188,0.0438,0.0164,0.623,0.529,115.002,1
Galleriet 2015,5QTMXGjbt5Im429KKeqcwr,0.623,0.888,1,-9.593,0,0.0366,0.00792,0.568,0.334,0.0622,109.98,2
Voodoo In My Blood,0vs4k1mRSs01iOR5S5sd07,0.593,0.68,8,-6.708,1,0.419,0.493,2.72e-06,0.195,0.683,202.962,4
Super Evil,40j98rkPoOxm8sCHNxXf5s,0.582,0.844,1,-5.072,1,0.0864,0.00601,0.00169,0.104,0.299,178.104,6
Borders,0cVeP9t3QChKYHKNGWfPnD,0.674,0.857,6,-5.328,1,0.0346,0.0557,0.196,0.0942,0.278,117.028,5
Dancing On My Own,6aqNCrRA7vs7v6QvRpI50t,0.781,0.854,5,-7.422,0,0.211,0.0307,1.67e-05,0.39,0.58,127.896,4
Woops 2016 (feat. Benjamin Beats),4yQ0fYmFzaIDlqjEaP1Fij,0.888,0.806,7,-4.717,1,0.0714,0.0145,0.0,0.0686,0.913,120.012,5
